"Part";"Value";"Device";"Package";"Description";"BUILT_BY";"CENTROID_NOT_SPECIFIED";"COLOUR";"COPYRIGHT";"DATASHEET";"DESCRIPTION";"DEVICE_CLASS_L1";"DEVICE_CLASS_L2";"DEVICE_CLASS_L3";"DIGI-KEY_PART_NUMBER";"DIGI-KEY_PURCHASE_URL";"FORWARD_CURRENT";"FORWARD_VOLTAGE";"HEIGHT";"LEAD_FREE";"LED_ORIENTATION";"LUMINOUS_INTENSITY";"MANUFACTURER_NAME";"MANUFACTURER_PART_NUMBER";"MAX_JUNCTION_TEMP";"MF";"MFG_PACKAGE_IDENT";"MFG_PACKAGE_IDENT_DATE";"MFG_PACKAGE_IDENT_REV";"MOUSER_PART_NUMBER";"MOUSER_PRICE-STOCK";"MP";"MPN";"OC_FARNELL";"OC_NEWARK";"PACKAGE";"POPULARITY";"POWER_DISSIPATION";"PREFIX";"REVERSE_VOLTAGE";"ROHS";"SPICEPREFIX";"TEMPERATURE_RANGE_HIGH";"TEMPERATURE_RANGE_LOW";"TP_SIGNAL_NAME";"VENDOR";"VERIFICATION_VERSION";"VIEWING_ANGLE";"WAVELENGTH";
"C1";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C2";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C3";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C4";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C5";"22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C6";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C7";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C8";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C9";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C10";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C11";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C12";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C13";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C14";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C15";"1.0uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C16";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C17";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C18";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C19";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C20";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C21";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C22";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C23";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C24";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C25";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C26";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C27";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C28";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C29";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C30";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C31";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C32";"22uF";"C-EUC0603K";"C0603K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"30";"";"";"";"";"C";"";"";"";"";"";"";"";
"C33";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C34";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C35";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C36";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C37";"33uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C38";"22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C39";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C40";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C41";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C42";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C43";"10uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C44";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C45";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C46";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C47";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C48";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C49";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C50";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C51";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C52";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C53";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C54";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C55";"4.7uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C56";"1.0uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C57";"0.1 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C58";"4.7 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C59";"10 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C60";"4.7 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C61";"1.0uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C62";"1.0uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C63";"18pF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C64";"18pF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C65";"10 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C66";"2.2 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C67";"0.1 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C68";"1.0 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C69";"10 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C70";"22 pF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C71";"22 pF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C72";"10 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C73";"0.1 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C74";"4.7 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C75";"0.1 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C76";"0.1 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C77";"0.1 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C78";"0.1 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C79";"1000 pF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C80";"4.7 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C81";"0.1 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C82";"10 uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C83";"10uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C84";"10uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C85";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C86";"0.22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C87";"22uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C88";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C89";"1000pF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C90";"1000pF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"C91";"0.1uF";"C-EUC0402K";"C0402K";"CAPACITOR, European symbol";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15";"";"";"";"";"C";"";"";"";"";"";"";"";
"D1";"";"SCHOTTKY-DIODESMC";"SMC";"Schottky Diode";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"D2";"";"SCHOTTKY-DIODESMC";"SMC";"Schottky Diode";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"D3";"";"SCHOTTKY-DIODESMC";"SMC";"Schottky Diode";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"D4";"KINGBRIGHT_KPT-1608SGCKINGBRIGHT_KPT-1608SGC_0_0";"KINGBRIGHT_KPT-1608SGCKINGBRIGHT_KPT-1608SGC_0_0";"KINGBRIGHT_KPT-1608SGC_0";"LED, Low Power, Green, SMD, 20 mA, 2.2 V, 568 nm";"";"No";"Green";"";"http://www.kingbright.com/attachments/file/psearch/000/00/00/KPT-1608SGC(Ver.29B).pdf";"";"Optoelectronics";"LEDs";"unset";"";"";"25mA";"2.2V";"0.85mm";"yes";"Top View";"12mcd";"";"";"+110°C";"Kingbright";"KPT-1608SGC";"0";"0";"";"";"";"KPT-1608SGC";"";"";"0603";"";"62.5mW";"D";"5V";"yes";"";"+85°C";"-40°C";"";"";"0.0.0.1";"150°";"568nm";
"D8";"0402ESDA-MLP1";"0402ESDA-MLP1";"DIONC1105X44N";"ESD Suppressors / TVS Diodes PolySurg 0402 35V .05pF";"";"";"";"";"";"ESD Suppressors / TVS Diodes PolySurg 0402 35V .05pF";"";"";"";"";"";"";"";"0.436mm";"";"";"";"Eaton";"0402ESDA-MLP1";"";"";"";"";"";"504-0402ESDA-MLP1";"https://www.mouser.com/Search/Refine.aspx?Keyword=504-0402ESDA-MLP1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"D9";"0402ESDA-MLP1";"0402ESDA-MLP1";"DIONC1105X44N";"ESD Suppressors / TVS Diodes PolySurg 0402 35V .05pF";"";"";"";"";"";"ESD Suppressors / TVS Diodes PolySurg 0402 35V .05pF";"";"";"";"";"";"";"";"0.436mm";"";"";"";"Eaton";"0402ESDA-MLP1";"";"";"";"";"";"504-0402ESDA-MLP1";"https://www.mouser.com/Search/Refine.aspx?Keyword=504-0402ESDA-MLP1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
